"Type","Date","Part.of.a.policing.operation","Policing.operation","Latitude","Longitude","Gender","Age.range","Self.defined.ethnicity","Officer.defined.ethnicity","Legislation","Object.of.search","Outcome","Outcome.linked.to.object.of.search","Removal.of.more.than.just.outer.clothing","lsoa21cd","lsoa21nm"
"Person search","2019-06-04T14:42:00+00:00","False",NA,53.456934,-2.228329,"Male","18-24","Other ethnic group - Not stated","Asian","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","A no further action disposal","","False","E01005244","Manchester 025C"
"Person search","2019-06-04T14:45:00+00:00","True",NA,53.480729,-2.240768,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","True","E01033653","Manchester 055B"
"Person search","2019-06-04T14:53:00+00:00","False",NA,53.480277,-2.237782,"Male","","White - Irish","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-04T16:50:00+00:00","False",NA,53.543341,-2.606302,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006308","Wigan 012B"
"Person search","2019-06-04T16:50:00+00:00","False",NA,53.543341,-2.606302,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006308","Wigan 012B"
"Person search","2019-06-04T16:50:00+00:00","False",NA,53.543341,-2.606302,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006308","Wigan 012B"
"Person search","2019-06-04T20:30:00+00:00","False",NA,53.448752,-2.391744,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006126","Trafford 007B"
"Person search","2019-06-04T20:30:00+00:00","False",NA,53.448752,-2.391744,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006126","Trafford 007B"
"Person search","2019-06-04T21:16:00+00:00","False",NA,53.476315,-2.067777,"Male","10-17","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T21:16:00+00:00","False",NA,53.476315,-2.067777,"Male","10-17","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T21:16:00+00:00","False",NA,53.476315,-2.067777,"Male","10-17","Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T21:21:00+00:00","False",NA,53.476315,-2.067777,"Male","10-17","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T21:21:00+00:00","False",NA,53.476315,-2.067777,"Male","10-17","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T21:21:00+00:00","False",NA,53.476315,-2.067777,"","10-17","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006021","Tameside 016D"
"Person search","2019-06-04T22:05:00+00:00","False",NA,53.426325,-2.100293,"Male","10-17","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005746","Stockport 005B"
"Person search","2019-06-04T22:10:00+00:00","False",NA,53.477679,-2.251102,"Male","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01033682","Manchester 060C"
"Person search","2019-06-04T23:25:00+00:00","False",NA,53.454125,-2.195425,"Male","10-17","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005233","Manchester 063B"
"Person search","2019-06-04T23:25:00+00:00","False",NA,53.454125,-2.195425,"Male","10-17","Other ethnic group - Not stated","Other","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005233","Manchester 063B"
"Person and Vehicle search","2019-06-04T23:30:00+00:00","False",NA,53.533198,-2.433651,"Male","25-34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005659","Salford 001A"
"Person and Vehicle search","2019-06-04T23:30:00+00:00","False",NA,53.533198,-2.433651,"Male","over 34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005659","Salford 001A"
"Person and Vehicle search","2019-06-04T23:50:00+00:00","False",NA,53.471552,-2.17345,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01034113","Manchester 017I"
"Person and Vehicle search","2019-06-05T00:25:00+00:00","False",NA,53.495681,-2.247379,"Male","","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01033674","Manchester 058C"
"Person and Vehicle search","2019-06-05T00:25:00+00:00","False",NA,53.495681,-2.247379,"Male","","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01033674","Manchester 058C"
"Person search","2019-06-05T01:05:00+00:00","False",NA,53.600505,-2.255336,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01004954","Bury 007A"
"Person search","2019-06-05T03:00:00+00:00","False",NA,53.475194,-2.201022,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005105","Manchester 015C"
"Person search","2019-06-05T08:30:00+00:00","False",NA,53.472577,-2.221995,"Male","25-34","Asian/Asian British - Indian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Firearms","A no further action disposal","","False","E01005065","Manchester 018D"
"Person search","2019-06-05T11:15:00+00:00","False",NA,53.494244,-2.251396,"Male","","Other ethnic group - Arab","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033674","Manchester 058C"
"Person search","2019-06-05T11:30:00+00:00","False",NA,53.389283,-2.136112,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01005830","Stockport 027E"
"Person search","2019-06-05T11:30:00+00:00","False",NA,53.389283,-2.136112,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01005830","Stockport 027E"
"Person search","2019-06-05T14:05:00+00:00","False",NA,53.450823,-2.356453,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006198","Trafford 009A"
"Person search","2019-06-05T14:42:00+00:00","False",NA,53.455557,-2.22921,"Male","","Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01005285","Manchester 025D"
"Person search","2019-06-05T15:35:00+00:00","False",NA,53.369319,-2.252267,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005317","Manchester 052E"
"Person search","2019-06-05T15:45:00+00:00","False",NA,53.369319,-2.252267,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","False","False","E01005317","Manchester 052E"
"Person search","2019-06-05T17:54:00+00:00","False",NA,53.492417,-2.511115,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006296","Wigan 037A"
"Person search","2019-06-05T18:00:00+00:00","True",NA,53.455608,-2.226003,"Male","18-24","White - Irish","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005288","Manchester 025E"
"Person search","2019-06-05T18:00:00+00:00","True",NA,53.455608,-2.226003,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005288","Manchester 025E"
"Person search","2019-06-05T18:00:00+00:00","False",NA,53.609131,-2.151238,"Male","25-34","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005564","Rochdale 015E"
"Person search","2019-06-05T19:00:00+00:00","True",NA,53.4585,-2.227238,"Male","10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","True","False","E01005284","Manchester 026C"
"Person search","2019-06-05T19:00:00+00:00","True",NA,53.4585,-2.227238,"","10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005284","Manchester 026C"
"Person search","2019-06-05T19:03:00+00:00","False",NA,53.608931,-2.152643,"Male","","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005564","Rochdale 015E"
"Person search","2019-06-05T19:20:00+00:00","False",NA,53.48597,-2.244836,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-05T19:30:00+00:00","False",NA,53.463409,-2.173131,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)","True","False","E01005189","Manchester 017D"
"Person search","2019-06-05T19:45:00+00:00","False",NA,53.465766,-2.171318,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01005190","Manchester 017E"
"Person search","2019-06-05T19:45:00+00:00","False",NA,53.465381,-2.170232,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005190","Manchester 017E"
"Person search","2019-06-05T20:00:00+00:00","False",NA,53.464643,-2.170877,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005189","Manchester 017D"
"Person search","2019-06-05T22:06:00+00:00","False",NA,53.470349,-2.244445,"","18-24","Mixed/Multiple ethnic groups - White and Black Caribbean","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033656","Manchester 057B"
"Person search","2019-06-05T23:08:00+00:00","False",NA,53.455634,-2.235927,"Male","","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution","True","False","E01034124","Manchester 025F"
"Person search","2019-06-05T23:38:00+00:00","False",NA,53.495633,-2.244591,"","18-24","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest","True","False","E01033674","Manchester 058C"
"Person search","2019-06-06T00:06:00+00:00","False",NA,53.408219,-2.166634,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005822","Stockport 016D"
"Person search","2019-06-06T02:26:00+00:00","False",NA,53.480404,-2.232539,"","","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01033654","Manchester 055C"
"Person search","2019-06-06T03:19:00+00:00","False",NA,53.40343,-2.158763,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005766","Stockport 014C"
"Person search","2019-06-06T03:31:00+00:00","False",NA,53.362505,-2.273249,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005316","Manchester 053D"
